,Name,cfb_id,pfr_id,School,Conference,DR,DP,NFL POS,Draft Year,Designation in last Year,Landing Team,Age IN DRAFT YEAR (9/1/dy),DOB,Conference Drafted Rate,Conference Hit Rate,Age Adjusted Hit Rate AVG,Pre-Draft,Pre-Draft Percentile,Post-Draft,Post-Draft Percentile,Cr.Year BO,>20%,>30%,Decimal BOA (30%),Cr.Year BO.1,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Per Game College Dominator Rating,YPTpA Dominator,Yards Dominator,Conference.1,Team (Conference Adjusted),Age,Conference.2,Team,Age.1,First RecYds/TmPatt,Best RecYds/TmPatt,Last RecYds/TmPatt,AVG RecYds/TmPatt,First RecYds/TmPatt Above Conference AVg,Best RecYds/TmPatt Above Conference Avg,Last  RecYds/TmPatt Above Conference Avg,AVG  RecYds/TmPatt Above Conference Avg,First RecYds/TmPatt Above TM Avg,Best RecYds/TmPatt Above TM Avg,Last  RecYds/TmPatt Above TM Avg,AVG  RecYds/TmPatt Above TM Avg,First RecYds/TmPatt Above AGE Avg,Best RecYds/TmPatt Above AGE Avg,Last  RecYds/TmPatt Above AGE Avg,AVG  RecYds/TmPatt Above AGE Avg,First Dominator,Best Dominator,Last Dominator,AVG Dominator (Min 2 Seasons),First Dominator.1,Best Dominator.1,Last Dominator.1,AVG Dominator (Min 2 Seasons).1,First Doa,Last Doa,Best Doa,Doa (AVG),First MS rec Yards,last ms rec yards,Best MS rec Yards,AVG MS REC Yds,First MS rec Yards.1,last ms rec yards.1,Best MS rec Yards.1,AVG MS REC Yds.1,PPG Above conference expectation (Best Year),S/EX (MS Yards Over Expectation using a 5 year conference AVG of top producer),TeamMate Score (TeamMate Over Expected),Production Score,Efficency Score (YTMpA Over conference AVG WR1s),Calvin Johnson Index,Combine Score,18,19,20,21,22,23,18.1,19.1,20.1,21.1,22.1,23.1,18.2,19.2,20.2,21.2,22.2,23.2,18.3,19.3,20.3,21.3,22.3,23.3,18.4,19.4,20.4,21.4,22.4,23.4,18.5,19.5,20.5,21.5,22.5,23.5,18.6,19.6,20.6,21.6,22.6,23.6,18.7,19.7,20.7,21.7,22.7,23.7,18.8,19.8,20.8,21.8,22.8,23.8,18.9,19.9,20.9,21.9,22.9,23.9,18.10,19.10,20.10,21.10,22.10,23.10,18.11,19.11,20.11,21.11,22.11,23.11,18.12,19.12,20.12,21.12,22.12,23.12,18.13,19.13,20.13,21.13,22.13,23.13,18.14,19.14,20.14,21.14,22.14,23.14,18.15,19.15,20.15,21.15,22.15,23.15,18.16,19.16,20.16,21.16,22.16,23.16,18.17,19.17,20.17,21.17,22.17,23.17,18.18,19.18,20.18,21.18,22.18,23.18,18.19,19.19,20.19,21.19,22.19,23.19,18.20,19.20,20.20,21.20,22.20,23.20,18.21,19.21,20.21,21.21,22.21,23.21,18.22,19.22,20.22,21.22,22.22,23.22,18.23,19.23,20.23,21.23,22.23,23.23,BMI,weight,height,bench,40,3Cone,shuttle,vert,broadInches,Burst Score,HaSS,WaSS,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,Year 1 TGT%,Year 1 EP,Year 1 reFPOE,Year 1 PPG,AVG EP Season 1-3,AVG PPG (PPR) Season 1-3,Year 1 Yards,Year 1 Yards/G
852,Lance Long,lance-long-1,LongLa00,Mississippi State,SEC (West),UDFA,UDFA,WR,2008,SR,0,23,5/4/1985,17.80%,14.50%,1.00%,-0.6,0%,0.07,1%,-,-,-,-,-,3,30,3.5,39,280,7.2,1.3,6.0,5.70%,6.80%,0.5,6.30%,-1.47,-1.47,-2.27,-14.80%,-15.40%,-26.20%,0,0.6,0.3,0.5,-1.8,-1.2,-1.4,-1.5,-1.8,-1.2,-1.4,-1.5,-2.5,-2.0,-2.3,-2.3,0.00%,10.60%,2.90%,6.80%,8.80%,8.80%,2.50%,5.70%,-23.10%,-30.00%,-23.10%,-26.50%,0.00%,5.00%,7.70%,6.32%,-36.10%,-27.30%,-13.10%,-25.50%,-9.8,-20.50%,-2.60%,-6.30%,-1.7,-,-,1.0,,8.0,10.0,11.0,,0.0,,0.0,4.87,2.21,,0.0,,0.0,25.0,14.0,,0.0,,0.0,177.0,103.0,,0.0,,0.0,1.0,0.0,,0.00%,,0.00%,7.12%,3.78%,,0.00%,,0.00%,7.70%,4.95%,,,,0.00%,7.70%,4.95%,,,,-30.10%,-23.50%,-25.00%,,,,,-13.40%,-16.10%,,,,,-14.00%,-16.70%,,0.00%,,0.00%,10.00%,0.00%,,0.00%,,0.00%,10.62%,2.93%,,,,,8.80%,2.50%,,,,,-23.10%,-30.00%,,,,,7.40%,4.40%,,0.0,,0.0,0.3,0.1,,,,0.0,0.3,0.1,,,,-1.0,-0.7,-0.9,,0.0,,0.0,0.6,0.3,,,,0.0,0.6,0.3,,-,-,-2.5,-2,-2.3,-,,,-1.78,-1.17,-1.45,,,,-1.74,-1.13,-1.41,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,0,0,0,14.20%,7.83,-24.7,4.71,7.83,4.71,178.0,22.3
853,Sam Hurd,sam-hurd-1,HurdSa00,Northern Illinois,MAC (West),UDFA,UDFA,WR,2006,SR,0,21,4/24/1985,2.70%,13.60%,3.80%,6.1,82%,4.07,64%,3,20,20,20.36,3,3,32,12.3,121,1810,15.0,3.8,1.0,45.90%,45.90%,3.2,37.70%,0.22,0.22,-0.1,-2.00%,-5.50%,-2.60%,1.37,3.2,3.2,2,-0.4,1.5,1.5,0.2,-0.4,1.4,1.4,0.2,-0.4,0.7,0.7,-0.1,13.50%,45.90%,45.90%,25.60%,12.30%,45.90%,45.90%,23.80%,-7.40%,14.70%,14.70%,-2.00%,16.70%,37.70%,37.70%,22.25%,9.50%,9.50%,9.50%,<2 Yrs of Data,3.68,6.90%,-1.00%,-0.90%,0.8,-,-,11.0,9.0,12.0,,,,7.71,8.31,20.87,,,,29.0,27.0,65.0,,,,438.0,298.0,1074.0,,,,2.0,3.0,13.0,,,,8.29%,8.85%,19.29%,,,,16.67%,12.38%,37.70%,,,,16.67%,12.38%,37.70%,,,,-2.60%,-12.90%,7.60%,,,,-7.60%,-11.90%,13.40%,,,,-11.10%,-15.40%,9.90%,,,,8.00%,13.64%,54.17%,,,,13.46%,17.34%,45.93%,,,,12.30%,13.00%,45.90%,,,,-7.40%,-13.20%,14.70%,,,,12.50%,10.60%,28.50%,,,,0.6,0.5,1.4,,,,0.6,0.5,1.4,,,,-0.4,-0.5,0.4,,,,1.4,1.3,3.2,,,,1.4,1.3,3.2,,,,-0.4,-0.6,0.7,-,-,-,-0.36,-0.43,1.46,,,,-0.42,-0.48,1.41,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,0,0,0,6.90%,3.8,-6.5,2.5,4.38,3.42,75.0,5.0
854,Andre Caldwell,andre-caldwell-1,CaldAn00,Florida,SEC (East),3,97,WR,2008,SR,CIN,23,4/15/1985,8.90%,6.70%,9.30%,6.0,80%,6.96,86%,2,22,-,-,-,4,51,11.7,185,2349,12.7,3.6,2.0,22.30%,29.00%,2.7,22.80%,-0.11,-0.11,-0.64,-5.40%,-5.70%,-9.70%,0.46,2.7,2.7,1.6,-1.2,1.0,1.0,-0.1,-1.3,1.0,1.0,-0.1,-1.3,0.1,0.1,-0.6,3.00%,29.00%,29.00%,15.50%,2.70%,22.30%,22.30%,12.50%,-17.00%,-10.10%,-10.10%,-12.60%,5.50%,22.80%,22.80%,16.72%,4.50%,16.90%,16.90%,9.47%,4.15,-4.00%,-1.30%,-6.20%,0.6,-6.50%,265,12.0,12.0,3.0,14.0,10.0,,3.18,11.88,12.4,12.23,18.59,,19.0,43.0,10.0,57.0,56.0,,174.0,689.0,148.0,577.0,761.0,,0.0,3.0,0.0,6.0,7.0,,4.68%,10.57%,2.60%,14.29%,15.51%,,5.45%,21.18%,5.44%,17.46%,22.78%,,5.45%,21.18%,,17.46%,22.78%,,-13.80%,-4.10%,,-13.70%,-7.20%,,-16.60%,-0.90%,,-4.60%,0.70%,,-17.00%,-1.30%,,-5.00%,0.30%,,0.00%,10.34%,0.00%,20.69%,21.88%,,2.95%,15.76%,10.88%,19.07%,29.02%,,2.70%,15.80%,2.70%,19.10%,22.30%,,-17.00%,-10.50%,,-12.90%,-10.10%,,5.10%,15.90%,4.00%,15.90%,19.10%,,0.3,0.9,1.0,0.8,1.3,,0.3,0.9,,0.8,1.3,,-0.8,-0.1,,-0.3,0.2,,0.5,1.7,1.5,1.4,2.7,,0.5,1.7,,1.4,2.7,,-1.3,-0.2,-,-1.1,0.1,-,-1.23,0.0,,-0.25,1.04,,-1.21,0.02,,-0.23,1.07,,26.91,204.0,73.0,0.0,4.35,6.75,4.11,33.0,124,118.1,112.2,113.95,0,0,0,11.80%,6.32,-9.9,4.82,6.9,5.97,78.0,11.1
855,Ted Ginn Jr.,ted-ginn-jr-1,GinnTe00,Ohio State,Big Ten,1,9,WR,2007,JR,MIA,22,4/12/1985,1.40%,14.30%,26.00%,5.8,78%,8.2,92%,-,20,-,-,-,3,37,12.5,135,1943,14.4,3.6,1.0,28.50%,28.50%,2.5,28.80%,0.32,0.32,-0.3,0.70%,-3.50%,-4.00%,1.16,2.7,2.3,2,-0.6,0.9,0.6,0.3,-0.5,1.0,0.6,0.4,-0.8,0.2,-0.3,-0.3,15.70%,28.50%,28.50%,23.40%,15.70%,28.50%,28.50%,23.40%,-10.60%,-3.40%,-3.40%,-6.40%,17.10%,28.00%,29.70%,24.91%,4.10%,-2.90%,4.10%,0.58%,0.24,0.00%,0.20%,-2.40%,0.5,-11.90%,239,,12.0,12.0,13.0,,,,8.02,14.13,15.28,,,,25.0,51.0,59.0,,,,359.0,803.0,781.0,,,,2.0,4.0,9.0,,,,8.09%,16.89%,17.40%,,,,17.05%,29.65%,28.03%,,,,17.05%,29.65%,28.03%,,,,-8.20%,-0.50%,-3.20%,,,,-7.20%,5.40%,3.80%,,,,-11.30%,1.30%,-0.40%,,,,14.29%,22.22%,29.03%,,,,15.67%,25.94%,28.53%,,,,15.70%,25.90%,28.50%,,,,-10.60%,-5.30%,-3.40%,,,,12.60%,23.30%,22.70%,,,,0.6,1.1,1.0,,,,0.6,1.1,1.0,,,,-0.1,0.4,0.3,,,,1.2,2.7,2.3,,,,1.2,2.7,2.3,,,-,-0.8,0.2,-0.3,-,-,,-0.56,0.93,0.58,,,,-0.59,0.91,0.55,,,24.83,178.0,71.0,0.0,4.38,0.0,0.0,0.0,0,-,90.07,96.73,0,0,0,13.50%,7.52,-22.2,5.89,8.18,7.64,420.0,26.3
856,Marko Mitchell,marko-mitchell-1,MitcMa00,Nevada,WAC,7,243,WR,2009,SR,WAS,24,3/11/1985,1.40%,0.00%,1.60%,4.3,54%,2.38,36%,3,22,22,22.48,2,3,38,14.9,153,2763,18.1,4.0,1.0,41.70%,41.70%,2.8,38.00%,0.81,0.81,-0.44,8.70%,4.60%,-3.30%,1.58,3.0,2.7,2.4,0,1.3,1.1,0.8,-0.1,1.3,1.1,0.8,-1,0.3,-0.6,-0.4,20.40%,41.70%,41.70%,31.00%,18.80%,41.70%,41.70%,30.50%,-13.10%,-1.50%,-1.50%,-7.30%,20.20%,38.00%,38.00%,30.85%,-15.10%,4.30%,15.30%,1.49%,2.77,10.40%,2.10%,-1.70%,0.8,-4.90%,268,,,,12.0,13.0,13.0,,,,9.36,16.82,18.43,,,,39.0,53.0,61.0,,,,493.0,1129.0,1141.0,,,,4.0,8.0,10.0,,,,11.54%,13.87%,14.66%,,,,20.24%,34.27%,38.03%,,,,20.24%,34.27%,38.03%,,,,-11.00%,4.30%,,,,,-1.90%,12.10%,15.90%,,,,-6.00%,8.10%,11.80%,,,,17.39%,27.59%,45.45%,,,,20.38%,30.93%,41.74%,,,,18.80%,30.90%,41.70%,,,,-13.10%,-1.50%,,,,,15.90%,24.10%,26.30%,,,,0.7,1.3,1.2,,,,0.7,1.3,1.2,,,,-0.3,0.4,0.3,,,,1.6,3.0,2.7,,,,1.6,3.0,2.7,-,-,-,-1,0.3,-0.6,,,,-0.04,1.34,1.13,,,,-0.03,1.34,1.13,26.54,218.0,76.0,9.0,4.43,7.04,4.33,32.0,116,112.4,120.84,113.21,0,0,0,5.30%,2.75,-3.8,1.8,2.75,1.8,32.0,3.2
857,Chad Jackson,chad-jackson-1,JackCh00,Florida,SEC (East),2,36,WR,2006,JR,NWE,21,3/6/1985,8.90%,6.70%,24.80%,5.2,69%,6.63,84%,2,19,20,20.49,2,2,27,15.9,117,1548,13.2,4.3,1.0,39.00%,39.00%,2.3,33.10%,0.26,0.26,-0.25,3.40%,3.70%,-1.20%,1.59,2.3,2.3,2,-0.1,0.6,0.6,0.3,-0.1,0.7,0.7,0.3,-0.3,-0.2,-0.2,-0.3,0.00%,39.00%,39.00%,29.70%,20.30%,39.00%,39.00%,29.70%,-6.00%,7.80%,7.80%,0.90%,0.00%,33.10%,33.10%,26.50%,4.50%,4.50%,4.50%,<2 Yrs of Data,6.89,5.90%,-0.60%,0.40%,0.3,-4.40%,285,3.0,12.0,12.0,,,,0.0,10.82,21.08,,,,0.0,29.0,88.0,,,,0.0,648.0,900.0,,,,0.0,6.0,9.0,,,,0.00%,7.13%,22.86%,,,,0.00%,19.92%,33.09%,,,,,19.92%,33.09%,,,,,-5.40%,3.00%,,,,,-3.20%,10.00%,,,,,-2.90%,10.30%,,,,0.00%,20.69%,45.00%,,,,0.00%,20.30%,39.04%,,,,,20.30%,39.00%,,,,,-6.00%,7.80%,,,,,13.50%,28.00%,,,,0.0,0.8,1.2,,,,,0.8,1.2,,,,,-0.1,0.4,,,,0.0,1.6,2.3,,,,,1.6,2.3,,,,-,-0.3,-0.2,-,-,-,,-0.11,0.63,,,,,-0.16,0.58,,,,28.1,213.0,73.0,0.0,4.32,6.73,3.97,38.5,122,126.45,120.45,122.31,0,0,0,5.20%,3.05,14.9,4.4,2.32,3.65,152.0,12.7
858,Justin Harper,justin-harper-2,HarpJu01,Virginia Tech,ACC (Coastal),7,215,WR,2008,SR,BAL,23,2/24/1985,4.80%,6.40%,1.30%,1.9,16%,0.14,1%,0,22,-,-,-,3,35,7.1,83,1338,16.1,2.4,1.0,26.20%,28.20%,1.8,23.00%,-0.23,-0.23,-1.07,-5.70%,-5.30%,-14.20%,1.42,1.8,1.8,1.5,-0.3,0.1,0.1,-0.2,-0.2,0.2,0.2,-0.1,-1.1,-0.8,-0.8,-1.1,16.50%,28.20%,28.20%,17.80%,3.80%,26.20%,26.20%,12.40%,-22.50%,-6.20%,-6.20%,-16.60%,3.40%,23.00%,23.00%,16.23%,-12.30%,-10.40%,-10.40%,-13.46%,-3.53,-6.20%,1.20%,-5.90%,-0.5,-6.40%,258,,3.0,9.0,10.0,13.0,,,6.47,5.83,5.94,10.35,,,5.0,16.0,21.0,41.0,,,84.0,295.0,324.0,635.0,,,1.0,1.0,1.0,5.0,,,1.57%,5.32%,6.54%,10.90%,,,3.45%,11.93%,13.71%,23.04%,,,,11.93%,13.71%,23.04%,,,,-18.20%,-17.50%,-6.90%,,,,-10.00%,-8.20%,1.20%,,,,-9.60%,-7.80%,1.50%,,,4.17%,5.56%,7.69%,29.41%,,,16.50%,12.63%,13.91%,28.24%,,,3.80%,8.70%,10.70%,26.20%,,,,-22.50%,-21.20%,-6.20%,,,2.50%,8.60%,10.10%,17.00%,,,0.4,0.5,0.7,0.8,,,,0.5,0.7,0.8,,,,-0.3,-0.1,0.0,,,1.1,1.4,1.3,1.8,,,,1.4,1.3,1.8,,-,-,-1.1,-1.3,-0.8,-,,,-0.33,-0.43,0.07,,,,-0.23,-0.33,0.17,,26.62,213.0,75.0,0.0,4.56,7.03,4.43,28.5,120,108.45,102.41,98.53,0,0,0,3.10%,1.1,-1.1,0,1.1,0,,
859,Maurice Stovall,maurice-stovall-1,StovMa00,Notre Dame,Ind,3,90,WR,2006,SR,TAM,21,2/21/1985,4.10%,15.40%,17.70%,5.6,74%,6.51,83%,0,18,20,20.53,2,3,28,13,112,1883,16.8,4.0,2.0,31.70%,37.10%,2.5,29.00%,0.26,0.26,-0.23,-1.50%,-2.60%,-4.70%,1.77,2.5,2.5,1.8,0.2,1.0,1.0,0.3,0,0.8,0.8,0,0,0.0,0.0,-0.2,42.50%,42.50%,31.70%,28.70%,24.80%,31.70%,31.70%,21.80%,5.00%,0.50%,5.00%,-3.90%,19.60%,29.00%,29.00%,20.48%,52.30%,52.30%,52.30%,<2 Yrs of Data,6.37,-2.50%,7.90%,-1.30%,-0.1,-5.90%,258,7.0,9.0,12.0,,,,11.73,6.48,20.83,,,,22.0,21.0,69.0,,,,421.0,313.0,1149.0,,,,3.0,1.0,11.0,,,,5.39%,5.82%,15.20%,,,,19.59%,11.96%,28.99%,,,,,11.96%,28.99%,,,,0.30%,-13.30%,-1.10%,,,,,-10.00%,7.00%,,,,,-11.10%,6.00%,,,,30.00%,5.88%,34.38%,,,,42.51%,11.90%,31.68%,,,,24.80%,8.90%,31.70%,,,,5.00%,-17.30%,0.50%,,,,12.50%,8.90%,22.10%,,,,0.8,0.5,1.3,,,,0.8,0.5,1.3,,,,-0.4,-0.8,0.0,,,,1.8,1.2,2.5,,,,1.8,1.2,2.5,,,,0,-0.8,0,-,-,-,0.21,-0.41,0.97,,,,0.18,-0.43,0.94,,,,26.41,217.0,76.0,0.0,4.57,6.81,4.14,35.0,122,120.5,106.21,99.5,0,0,0,6.50%,4.03,-5.7,3.35,3.75,3.09,102.0,11.3
860,Jason Hill,jason-hill-1,HillJa00,Washington State,Pac-10,3,76,WR,2007,SR,SFO,22,2/20/1985,0.70%,7.70%,17.00%,6.0,80%,6.35,82%,1,19,19,19.53,1,3,32,19.7,148,2704,18.3,4.6,2.0,36.90%,39.40%,2.4,28.60%,0.72,0.72,0.14,8.00%,7.90%,2.20%,2.6,3.2,1.7,2.5,0.8,1.4,-0.1,0.7,0.9,1.4,0.0,0.8,0.7,0.7,-0.9,0.1,0.00%,49.00%,29.80%,42.40%,49.00%,49.00%,24.80%,39.30%,22.80%,-7.10%,22.80%,9.50%,0.00%,19.20%,38.00%,31.09%,27.90%,17.70%,27.90%,22.78%,9.57,8.50%,-0.40%,3.90%,1,-6.30%,267,1.0,11.0,10.0,10.0,,,0.0,19.79,24.97,14.3,,,0.0,45.0,62.0,41.0,,,0.0,1007.0,1097.0,600.0,,,0.0,12.0,13.0,7.0,,,0.00%,11.60%,16.27%,9.56%,,,0.00%,38.04%,35.97%,19.25%,,,,38.04%,35.97%,19.25%,,,,12.80%,5.80%,-12.00%,,,,15.00%,12.90%,-3.80%,,,,14.90%,12.80%,-3.90%,,,0.00%,60.00%,52.00%,30.43%,,,0.00%,49.02%,48.38%,29.81%,,,,49.00%,44.00%,24.80%,,,,22.80%,12.80%,-7.10%,,,,24.80%,26.10%,14.40%,,,0.0,1.3,1.6,0.9,,,,1.3,1.6,0.9,,,,0.3,0.6,-0.1,,,0.0,2.6,3.2,1.7,,,,2.6,3.2,1.7,,,-,0.7,0.7,-0.9,-,-,,0.83,1.41,-0.08,,,,0.78,1.35,-0.13,,,26.91,204.0,73.0,0.0,4.32,7.02,4.22,37.0,123,124.4,115.35,117.15,0,0,0,3.10%,1.2,-0.8,0.8,3.94,4.24,6.0,1.2
861,Kenneth Moore,kenneth-moore-1,MoorKe00,Wake Forest,ACC (Atlantic),5,136,WR,2008,SR,DET,23,2/19/1985,6.80%,9.40%,1.90%,3.0,34%,2.4,36%,0,22,22,22.53,2,2,32,12.1,138,1452,10.5,4.3,1.0,38.90%,38.90%,2.6,39.40%,0.25,0.25,-0.78,5.80%,3.50%,-3.70%,1.09,2.6,2.6,1.8,-0.5,1.0,1.0,0.2,-0.4,1.1,1.1,0.4,-1.5,-0.1,-0.1,-0.8,23.60%,38.90%,38.90%,24.70%,10.70%,38.90%,38.90%,20.40%,-20.30%,6.50%,6.50%,-6.90%,7.20%,39.40%,39.40%,26.85%,-25.60%,-10.20%,-10.20%,-21.57%,6.5,11.90%,1.90%,-1.50%,0.4,-8.50%,256,,,5.0,14.0,13.0,,,,5.46,9.44,21.44,,,,8.0,32.0,98.0,,,,127.0,314.0,1011.0,,,,1.0,1.0,5.0,,,,2.73%,11.15%,25.06%,,,,7.16%,14.28%,39.42%,,,,,14.28%,39.42%,,,,,-16.90%,9.50%,,,,,-6.70%,18.40%,,,,,-9.00%,16.10%,,,,14.29%,9.09%,38.46%,,,,23.59%,11.69%,38.94%,,,,10.70%,11.70%,38.90%,,,,,-20.30%,6.50%,,,,4.90%,12.70%,32.20%,,,,0.4,1.0,1.4,,,,,1.0,1.4,,,,,0.3,0.8,,,,1.0,1.1,2.6,,,,,1.1,2.6,,-,-,-,-1.5,-0.1,-,,,,-0.5,0.99,,,,,-0.36,1.13,,27.2,195.0,71.0,0.0,4.47,7.09,4.3,28.0,120,107.6,90.98,97.69,0,0,0,3.80%,1.99,-10,1.08,1,0.54,59.0,4.9
862,Johnathan Holland,johnathan-holland-1,HollJo01,Louisiana Tech,WAC,7,254,WR,2007,SR,OAK,22,2/18/1985,1.40%,0.00%,3.10%,3.4,38%,2.16,31%,0,-,-,-,-,3,38,7.1,85,1426,16.8,2.2,2.0,17.80%,17.80%,1.5,18.80%,-0.22,-0.22,-0.94,-4.00%,-1.30%,-10.50%,1.69,1.7,1.2,1.4,0.1,0.1,-0.4,-0.2,0.1,0.1,-0.4,-0.2,-0.2,-0.2,-1.4,-0.9,2.70%,17.80%,17.80%,13.40%,1.10%,17.80%,17.80%,11.90%,-11.90%,-14.10%,-11.90%,-14.30%,2.30%,18.00%,19.60%,18.36%,1.00%,-2.90%,1.00%,-0.91%,-6.81,-8.00%,-1.40%,-5.30%,-0.4,-10.00%,234,5.0,10.0,10.0,13.0,,,4.06,7.93,8.65,7.79,,,4.0,19.0,29.0,33.0,,,80.0,422.0,421.0,503.0,,,0.0,1.0,2.0,3.0,,,0.83%,6.33%,8.15%,8.01%,,,2.27%,19.56%,17.47%,18.05%,,,,19.56%,17.47%,18.05%,,,,-5.70%,-12.70%,-13.20%,,,,-2.80%,-4.90%,-4.30%,,,,-0.10%,-2.20%,-1.60%,,,0.00%,9.09%,11.11%,17.65%,,,2.73%,17.19%,15.72%,17.85%,,,1.10%,14.30%,14.30%,17.80%,,,,-11.90%,-16.90%,-14.10%,,,1.60%,12.90%,12.80%,13.00%,,,0.3,0.8,0.7,0.6,,,,0.8,0.7,0.6,,,,0.0,-0.1,-0.2,,,0.4,1.7,1.3,1.2,,,,1.7,1.3,1.2,,,-,-0.2,-1.2,-1.4,-,-,,0.06,-0.32,-0.4,,,,0.11,-0.28,-0.36,,,25.2,191.0,73.0,15.0,4.45,7.12,4.4,35.5,120,120.35,95.91,97.41,-,-,-,-,-,-,-,-,-,,
863,Logan Payne,logan-payne-1,PaynLo20,Minnesota,Big Ten,UDFA,UDFA,WR,2007,SR,0,22,1/21/1985,1.40%,14.30%,1.50%,3.2,36%,2.32,35%,2,21,21,21.61,2,2,28,12,96,1333,13.9,3.4,1.0,34.40%,34.40%,2.2,28.00%,0.18,0.18,-0.65,-0.30%,-1.30%,-6.70%,1.65,2.2,2.2,1.9,-0.1,0.4,0.4,0.2,0,0.5,0.5,0.2,-0.9,-0.4,-0.4,-0.6,0.00%,34.40%,34.40%,24.70%,14.90%,34.40%,34.40%,24.70%,-16.30%,2.50%,2.50%,-6.90%,0.00%,28.00%,28.00%,23.93%,2.20%,0.20%,2.20%,1.20%,0.37,-1.60%,2.30%,-2.20%,0,-,-,2.0,1.0,12.0,13.0,,,0.0,0.0,8.58,15.42,,,0.0,0.0,37.0,59.0,,,0.0,0.0,529.0,804.0,,,0.0,0.0,2.0,9.0,,,0.00%,0.00%,11.53%,15.82%,,,0.00%,0.00%,19.89%,27.97%,,,,,19.89%,27.97%,,,,,-10.20%,-3.20%,,,,,-4.30%,3.80%,,,,,-5.40%,2.70%,,,0.00%,0.00%,10.00%,40.91%,,,0.00%,0.00%,14.94%,34.44%,,,,,14.90%,34.40%,,,,,-16.30%,2.50%,,,,,15.70%,21.90%,,,0.0,0.0,0.6,1.1,,,,,0.6,1.1,,,,,-0.1,0.4,,,0.0,0.0,1.6,2.2,,,,,1.6,2.2,,,-,-,-0.9,-0.4,-,-,,,-0.08,0.43,,,,,-0.1,0.41,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,0,0,0,6.80%,3.2,0.5,3.45,3.2,3.45,39.0,19.5
864,Marcus Smith,marcus-smith-4,SmitMa01,New Mexico,MWC,4,106,WR,2008,SR,BAL,23,1/11/1985,0.70%,0.00%,5.50%,4.3,54%,4.24,66%,3,21,21,21.64,3,4,45,9.7,144,1984,13.8,3.2,1.0,35.90%,35.90%,2.6,36.60%,-0.51,-0.51,-1.22,-7.70%,-12.70%,-12.00%,0,2.6,2.6,2.4,-1.7,0.9,0.9,-0.5,-1.6,0.9,0.9,-0.4,-1.9,-0.1,-0.1,-1.2,0.00%,41.10%,30.80%,35.90%,41.10%,41.10%,30.80%,35.90%,9.10%,-1.60%,9.10%,3.80%,0.00%,36.60%,36.60%,34.37%,-9.00%,7.40%,7.40%,-2.76%,4.17,6.50%,-0.80%,0.90%,0.4,-3.70%,291,,9.0,10.0,13.0,13.0,,,2.96,2.44,15.01,18.2,,,0.0,0.0,53.0,91.0,,,0.0,0.0,859.0,1125.0,,,0.0,0.0,9.0,4.0,,,0.00%,0.00%,13.66%,20.87%,,,0.00%,0.00%,32.10%,36.64%,,,0.00%,0.00%,32.10%,36.64%,,,-25.30%,-30.10%,0.90%,6.70%,,,-24.90%,-24.90%,7.20%,11.80%,,,-29.90%,-29.90%,2.20%,6.80%,,,0.00%,0.00%,50.00%,25.00%,,,0.00%,0.00%,41.05%,30.82%,,,,,41.10%,30.80%,,,,,9.10%,-1.60%,,,,,22.90%,28.80%,,,0.3,0.2,1.1,1.2,,,0.3,0.2,1.1,1.2,,,-0.6,-0.7,0.3,0.4,,,0.0,0.0,2.2,2.6,,,0.0,0.0,2.2,2.6,,-,-1.9,-2.5,-0.4,-0.1,-,,-1.71,-1.71,0.5,0.87,,,-1.77,-1.77,0.45,0.81,,29.16,221.0,73.0,20.0,4.51,7.1,4.42,26.5,111,100.55,105.21,106.84,0,0,0,3.70%,1.88,-7.5,0,0.94,0,,
