"Maybe: Aggregate data into smaller set of features, then use similarity?",,,"Rookier Year Valuation Metrics: fantasy points,  ???",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DROP,,,LOOK,,,,,,,,,,,,,,,,,,Breakout Ages,,,,Total Counting Stats,,,,,,,,,,,,YTMpA,,,Dominator,,,YTMpA,,,,YTMpA Above Conference pos AVG (>30 tchs),,,,YTMpA Above Team Avg,,,,YTMpA Above Age AVG (Top 24 players,,,,Per Game Dominator,,,,Dominator,,,,DOa (Dom Over Average),,,,MS Yards,,,,Player Above/Below AVG Team YTMpA,,,,Pahowdy Score,,,,,,,Games Played,,,,,,PPR PPG,,,,,,RECs,,,,,,REC Yards,,,,,,REC TDs,,,,,,MS RECs,,,,,,MS REC Yards,,,,,,MS REC Yards (for AVG if played more then 8 games),,,,,,MS Yards above/below Average by age (top 24 players),,,,,,Player Above/Below AVG Conference REC Yds MS >6 games,,,,,,Player Above/Below AVG Team REC Yds MS,,,,,,MS REC TDs,,,,,,Per Game Dominator (Combined REC Yards Touchdown MS),,,,,,Dominator (Combined REC Yards Touchdown MS),,,,,,DOa above/below Average by age (top 24 players),,,,,,Yards Dominator (Rec's used instead of dominator),,,,,,YTMA  Yards Per Team  Attempt,,,,,,YTMA  Yards Per Team  Attempt For Scores >6 games,,,,,,Player Above/Below AVG Conference YTMA,,,,,,YTMpA (Rec Yards Per Team Pass Attempt),,,,,,YTMpA (Rec Yards Per Team Pass Attempt) >6 games,,,,,,Player YTMpA  above/below Average by age (top 24 players),,,,,,Player Above/Below AVG Conference YTMpA >6 games,,,,,,Player Above/Below AVG Team YTMpA,,,,,,Combine,,,,,,,,,,,,NFL Career Marks since 2000,,,,,,,,
Name,cfb_id,pfr_id,School,Conference,DR,DP,NFL POS,Draft Year,Designation in last Year,Landing Team,Age IN DRAFT YEAR (9/1/dy),DOB,Conference Drafted Rate,Conference Hit Rate,Age Adjusted Hit Rate AVG,Pre-Draft,Pre-Draft Percentile,Post-Draft,Post-Draft Percentile,Cr.Year BO,>20%,>30%,Decimal BOA (30%),Cr.Year BO,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Per Game College Dominator Rating,YPTpA Dominator,Yards Dominator,Conference,Team (Conference Adjusted),Age,Conference,Team,Age,First RecYds/TmPatt,Best RecYds/TmPatt,Last RecYds/TmPatt,AVG RecYds/TmPatt,First RecYds/TmPatt Above Conference AVg,Best RecYds/TmPatt Above Conference Avg,Last  RecYds/TmPatt Above Conference Avg,AVG  RecYds/TmPatt Above Conference Avg,First RecYds/TmPatt Above TM Avg,Best RecYds/TmPatt Above TM Avg,Last  RecYds/TmPatt Above TM Avg,AVG  RecYds/TmPatt Above TM Avg,First RecYds/TmPatt Above AGE Avg,Best RecYds/TmPatt Above AGE Avg,Last  RecYds/TmPatt Above AGE Avg,AVG  RecYds/TmPatt Above AGE Avg,First Dominator,Best Dominator,Last Dominator,AVG Dominator (Min 2 Seasons),First Dominator,Best Dominator,Last Dominator,AVG Dominator (Min 2 Seasons),First Doa,Last Doa,Best Doa,Doa (AVG),First MS rec Yards,last ms rec yards,Best MS rec Yards,AVG MS REC Yds,First MS rec Yards,last ms rec yards,Best MS rec Yards,AVG MS REC Yds,PPG Above conference expectation (Best Year),S/EX (MS Yards Over Expectation using a 5 year conference AVG of top producer),TeamMate Score (TeamMate Over Expected),Production Score,Efficency Score (YTMpA Over conference AVG WR1s),Calvin Johnson Index,Combine Score,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,BMI,weight,height,bench,40,3Cone,shuttle,vert,broadInches,Burst Score,HaSS,WaSS,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,Year 1 TGT%,Year 1 EP,Year 1 reFPOE,Year 1 PPG,AVG EP Season 1-3,AVG PPG (PPR) Season 1-3
Glenn Holt,glenn-holt-1,HoltGl00,Kentucky,SEC (East),UDFA,UDFA,WR,2006,SR,0,22,7/31/1984,8.90%,6.70%,2.00%,0.8,7%,0.89,7%,-,20,-,-,-,3,33,5.8,84,779,9.3,2.5,5,16.60%,17.20%,1,16.60%,-0.83,-0.83,-1.47,-6.50%,-5.40%,-15.50%,0.65,1.2,0.8,0.9,-1.1,-0.5,-0.9,-0.8,-1,-0.5,-0.9,-0.8,-1.3,-1.3,-1.8,-1.5,0.00%,27.90%,6.60%,16.00%,8.90%,27.90%,5.40%,14.10%,-17.30%,-26.60%,-3.30%,-15.70%,0.00%,10.80%,22.50%,16.63%,-22.20%,-22.20%,-22.20%,<2 Yrs of Data,-3.26,-4.70%,0.40%,-5.30%,-0.9,-,-,5,8,11,9,,,1.64,5.3,10.93,5.5,,,0,14,49,21,,,0,164,415,200,,,0,2,3,0,,,0.00%,3.67%,13.92%,6.91%,,,0.00%,6.76%,22.49%,10.77%,,,,6.76%,22.49%,10.77%,,,,-18.50%,-7.60%,-20.40%,,,,,-0.60%,-12.40%,,,,,0.50%,-11.20%,,,0.00%,11.11%,33.33%,0.00%,,,0.00%,13.40%,27.91%,6.58%,,,,8.90%,27.90%,5.40%,,,,-17.30%,-3.30%,-26.60%,,,,5.20%,18.20%,8.80%,,,0.1,0.3,0.8,0.4,,,,0.3,0.8,0.4,,,,-0.5,-0.1,-0.5,,,0,0.6,1.2,0.8,,,,0.6,1.2,0.8,,,-,-1.3,-1.3,-1.8,-,-,,-1.06,-0.53,-0.9,,,,-1.11,-0.58,-0.95,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,0,0,0,3.10%,1.4,-1.5,0.65,3.39,2.54
Jordan Kent,jordan-kent-1,KentJo20,Oregon,Pac-10,6,210,WR,2007,SR,SEA,23,7/24/1984,0.70%,7.70%,2.30%,2.4,22%,2.24,33%,0,-,-,-,-,1,15,8.4,47,605,12.9,3.1,2,19.00%,20.50%,1.1,15.70%,-0.66,-0.66,-1.56,-7.40%,-7.40%,-14.30%,1.1,1.1,1.1,1.1,-0.7,-0.7,-0.7,-0.7,-0.6,-0.6,-0.6,-0.6,-1.6,-1.6,-1.6,-1.6,13.40%,20.50%,20.50%,17.00%,3.30%,19.00%,19.00%,11.10%,-13.50%,-13.50%,-13.50%,-4.50%,3.10%,15.70%,15.70%,15.68%,40.40%,9.10%,40.40%,24.77%,-5.46,-13.80%,-1.60%,-1.50%,-1,-5.40%,262,,,,3,12,,,,,6.8,9.94,,,,,3,44,,,,,114,491,,,,,1,4,,,,,0.63%,9.13%,,,,,3.12%,15.68%,,,,,,15.68%,,,,,,-14.30%,,,,,,-7.40%,,,,,,-7.40%,,,,,3.57%,22.22%,,,,,13.38%,20.53%,,,,,3.30%,19.00%,,,,,,-13.50%,,,,,1.90%,12.40%,,,,,0.5,0.6,,,,,,0.6,,,,,,-0.4,,,,,1,1.1,,,,,,1.1,,-,-,-,-,-1.6,-,,,,,-0.66,,,,,,-0.71,,26.41,217,76,0,4.49,0,0,0,0,-,113.98,106.78,0,0,0,11.80%,6.4,-12.8,0,5.3,0.75
Ernie Wheelwright,ernie-wheelwright-1,WheeEr21,Minnesota,Big Ten,UDFA,UDFA,WR,2008,SR,0,24,7/10/1984,1.40%,14.30%,3.80%,3.1,35%,2.29,34%,1,20,20,20.15,1,4,45,12.3,159,2434,15.3,3.5,2,33.40%,35.00%,2.2,28.20%,0.21,0.21,-0.86,-0.10%,-2.00%,-8.20%,2.65,2.7,1.7,1.9,0.9,0.9,0,0.2,1,1,0.1,0.3,0.1,0.1,-1.6,-0.9,38.80%,38.80%,31.10%,29.40%,35.60%,35.60%,31.10%,27.20%,4.40%,-13.50%,4.40%,-5.90%,30.00%,26.30%,30.00%,23.22%,2.20%,11.80%,11.80%,4.73%,1.68,1.20%,2.30%,-1.70%,0.5,-,-,,,11,11,11,12,,,12.49,11.25,9.06,16.58,,,30,37,26,66,,,654,568,437,775,,,7,5,5,9,,,11.15%,11.53%,6.97%,14.54%,,,30.03%,21.35%,15.21%,26.28%,,,30.03%,21.35%,15.21%,26.28%,,,-0.10%,-9.80%,-14.70%,,,,6.70%,-2.00%,-8.10%,2.90%,,,4.80%,-3.90%,-10.00%,1.10%,,,41.18%,25.00%,22.73%,36.00%,,,38.84%,25.28%,22.41%,31.14%,,,35.60%,23.20%,19.00%,31.10%,,,4.40%,-8.80%,-13.50%,,,,20.60%,16.40%,11.10%,20.40%,,,0.9,0.7,0.7,0.9,,,0.9,0.7,0.7,0.9,,,0,-0.2,-0.3,-0.1,,,2.7,1.9,1.4,1.7,,,2.7,1.9,1.4,1.7,-,-,0.1,-0.7,-1.3,-1.6,,,0.94,0.22,-0.33,-0.01,,,0.94,0.22,-0.32,0,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-
Biren Ealy,biren-ealy-1,EalyBi00,Houston,CUSA (West),UDFA,UDFA,WR,2007,SR,0,23,7/7/1984,1.40%,5.60%,3.20%,2.5,24%,1.92,24%,0,19,-,-,-,2,33,8.1,89,1229,13.8,2.7,4,21.40%,23.90%,1.3,18.50%,-0.37,-0.37,-1.02,-5.00%,-7.70%,-9.10%,1.61,1.6,1,1.3,0,0,-0.7,-0.4,0,0,-0.7,-0.3,-0.3,-0.3,-1.7,-1,10.10%,32.30%,15.40%,21.90%,4.20%,27.40%,15.40%,14.00%,1.10%,-17.00%,1.10%,-8.00%,2.60%,10.80%,26.20%,18.49%,25.90%,25.90%,25.90%,<2 Yrs of Data,-4.58,-2.40%,-0.90%,-1.90%,-0.6,-,-,5,11,3,,14,,4.18,11.25,9.1,,8,,6,42,7,,34,,89,577,143,,420,,1,4,1,,6,,1.40%,10.71%,2.24%,,7.69%,,2.56%,26.18%,7.62%,,10.80%,,,26.18%,,,10.80%,,,0.90%,,,-19.10%,,,2.60%,,,-12.70%,,,0.00%,,,-15.40%,,5.88%,28.57%,10.00%,,20.00%,,10.13%,29.86%,32.31%,,15.40%,,4.20%,27.40%,8.80%,,15.40%,,,1.10%,,,-17.00%,,2.00%,18.40%,4.90%,,9.20%,,0.3,0.9,0.8,,0.5,,,0.9,,,0.5,,,-0.1,,,-0.4,,0.5,1.6,1.7,,1,,,1.6,,,1,,-,-0.3,-,-,-1.7,-,,-0.04,,,-0.7,,,-0.01,,,-0.67,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,0,0,0,3.40%,1.7,-3.5,0.53,1.7,0.53
Donnie Avery,donnie-avery-1,AverDo00,Houston,CUSA (West),2,33,WR,2008,SR,STL,24,6/12/1984,1.40%,5.60%,18.30%,5.1,68%,6.52,83%,4,21,23,23.22,4,4,49,13,210,3289,15.7,4.3,1,34.70%,34.70%,3.4,40.30%,0.33,0.33,-0.8,0.30%,-1.60%,-12.60%,0.83,3.4,3.4,2,-0.8,1.7,1.7,0.3,-0.8,1.7,1.7,0.4,-1.7,0,0,-0.8,14.40%,34.70%,34.70%,23.60%,14.40%,34.70%,34.70%,23.00%,-16.80%,-13.10%,-8.30%,-12.70%,10.60%,40.30%,40.30%,23.45%,25.60%,26.60%,26.60%,26.01%,5.61,11.70%,-0.90%,-4.60%,1.2,-9.00%,255,,,11,11,14,13,,,5.39,12.98,12.3,21.43,,,18,44,57,91,,,293,688,852,1456,,,2,5,5,7,,,5.08%,10.45%,12.90%,21.02%,,,10.59%,21.05%,21.91%,40.25%,,,10.59%,21.05%,21.91%,40.25%,,,-19.50%,-10.20%,-8.00%,,,,-12.60%,-2.10%,-1.30%,17.10%,,,-14.50%,-4.00%,-3.20%,15.20%,,,18.18%,26.32%,16.67%,29.17%,,,14.39%,25.84%,19.29%,34.71%,,,14.40%,23.70%,19.30%,34.70%,,,-16.80%,-8.30%,-13.10%,,,,7.80%,15.80%,17.40%,30.60%,,,0.4,0.8,0.9,1.6,,,0.4,0.8,0.9,1.6,,,,-0.2,-0.1,0.5,,,0.8,1.8,1.9,3.4,,,0.8,1.8,1.9,3.4,-,-,-1.7,-0.8,-0.7,0,,,-0.82,0.14,0.28,1.72,,,-0.79,0.17,0.31,1.75,26.78,192,71,16,4.43,0,0,0,0,-,92.85,99.7,0,0,0,22.70%,12.35,-28.3,10.81,11.08,9.74
D'Juan Woods,djuan-woods-1,WoodDJ20,Oklahoma State,Big 12 (South),UDFA,UDFA,WR,2007,SR,0,23,6/11/1984,1.40%,33.30%,3.80%,6.1,82%,4.04,63%,2,20,20,20.22,2,4,45,12.4,161,2695,16.7,3.6,2,40.70%,40.70%,3.1,35.70%,1.05,1.05,0.21,9.20%,1.60%,3.40%,1.62,4.2,2,2.6,0,2.6,0.4,1.1,-0.2,2.4,0.2,0.9,-0.3,1.7,-0.6,0.2,13.90%,59.70%,21.60%,36.20%,11.70%,59.70%,21.60%,33.60%,-14.50%,-10.80%,27.80%,3.20%,18.70%,24.70%,46.80%,32.55%,-21.20%,-8.60%,-8.60%,-14.88%,-0.54,17.50%,0.50%,1.20%,1.9,-7.00%,262,,11,10,11,13,,,7.72,13.8,17.45,10.44,,,31,33,56,41,,,479,690,879,647,,,1,6,8,5,,,8.86%,16.58%,17.45%,12.81%,,,18.70%,40.07%,46.76%,24.67%,,,18.70%,40.07%,46.76%,24.67%,,,-6.60%,9.90%,15.60%,-5.30%,,,-4.70%,16.70%,23.40%,1.30%,,,-12.20%,9.10%,15.80%,-6.30%,,,4.76%,42.86%,72.73%,18.52%,,,13.87%,49.76%,59.74%,21.59%,,,11.70%,41.50%,59.70%,21.60%,,,-14.50%,10.20%,27.80%,-10.80%,,,13.80%,28.30%,32.10%,18.70%,,,0.7,1.2,1.2,0.8,,,0.7,1.2,1.2,0.8,,,-0.2,0.3,0.3,-0.1,,,1.6,4.2,2.7,2,,,1.6,4.2,2.7,2,,-,-0.3,1.7,0.1,-0.6,-,,0.03,2.58,1.15,0.44,,,-0.16,2.38,0.96,0.24,,27.44,208,73,0,4.58,6.89,4.34,36.5,120,122.05,93.1,94.54,-,-,-,-,-,-,-,-,-
Devin Aromashodu,devin-aromashodu-1,AromDe00,Auburn,SEC (West),7,233,WR,2006,SR,MIA,22,5/23/1984,17.80%,14.50%,1.50%,4.1,50%,1.96,25%,-,21,-,-,-,4,44,6.9,68,1311,19.3,1.5,1,20.10%,20.10%,1.6,19.10%,-0.7,-0.7,-1.11,-5.60%,-2.70%,-14.40%,1.02,1.8,1.5,1.4,-0.8,0,-0.3,-0.7,-0.9,-0.1,-0.4,-0.8,-0.7,-0.7,-1.1,-1.1,9.10%,20.10%,20.10%,15.60%,9.10%,20.10%,20.10%,15.20%,-10.60%,-11.90%,-10.60%,-12.50%,12.70%,19.10%,19.10%,16.14%,-0.50%,-0.50%,-0.50%,<2 Yrs of Data,-6.04,-9.20%,-0.70%,-5.00%,-0.5,-7.50%,249,13,7,12,12,,,4.23,0,8.28,8.28,,,18,0,24,26,,,304,0,513,494,,,1,0,4,4,,,6.02%,0.00%,7.84%,7.69%,,,12.72%,0.00%,16.62%,19.08%,,,12.72%,,16.62%,19.08%,,,-6.60%,-25.30%,-13.50%,-12.10%,,,-9.00%,,-5.10%,-2.70%,,,-6.10%,,-2.20%,0.20%,,,5.56%,0.00%,16.00%,21.05%,,,9.14%,0.00%,17.67%,20.07%,,,9.10%,,16.30%,20.10%,,,-10.60%,,-14.90%,-11.90%,,,9.40%,,12.20%,13.40%,,,0.4,0,0.7,0.6,,,0.4,0,0.7,0.6,,,-0.5,-0.9,-0.2,-0.2,,,1,0,1.8,1.5,,,1,0,1.8,1.5,,,-0.7,-1.9,-0.7,-1.1,-,-,-0.76,-1.77,0.04,-0.31,,,-0.77,-1.78,0.03,-0.32,,,25.81,201,74,0,4.35,7.04,4.16,39,120,126.3,113.6,112.27,0,0,0,9.90%,5.46,-10.7,3.32,7.76,7.22
Dante Ridgeway,dante-ridgeway-1,RidgDa00,Ball State,MAC (West),6,192,WR,2005,JR,STL,21,4/18/1984,2.70%,13.60%,8.80%,9.1,98%,5.66,77%,1,18,19,19.37,2,3,33,20.3,238,3030,12.7,7.2,1,59.00%,59.00%,4,60.90%,1.09,1.09,0.76,16.80%,16.70%,17.20%,1.93,4,4,2.8,0.2,2.2,2.2,1.1,0,2.1,2.1,0.9,0.2,1.5,1.5,0.8,27.60%,59.00%,59.00%,43.00%,23.00%,59.00%,59.00%,41.50%,3.20%,27.80%,27.80%,15.70%,25.90%,60.90%,60.90%,42.05%,-,-,0.00%,<2 Yrs of Data,9.56,29.90%,0.50%,6.40%,1.6,-,-,10,12,11,,,,12.36,21.94,26.63,,,,44,89,105,,,,556,1075,1399,,,,4,10,8,,,,12.72%,21.09%,29.83%,,,,25.93%,39.38%,60.85%,,,,25.93%,39.38%,60.85%,,,,6.70%,14.10%,30.70%,,,,0.70%,14.10%,35.60%,,,,0.60%,14.10%,35.50%,,,,20.00%,45.45%,57.14%,,,,27.56%,42.42%,59.00%,,,,23.00%,42.40%,59.00%,,,,3.20%,16.20%,27.80%,,,,19.30%,30.20%,45.30%,,,,0.8,1.3,2,,,,0.8,1.3,2,,,,-0.2,0.3,1,,,,1.9,2.5,4,,,,1.9,2.5,4,,,,0.2,0.6,1.5,-,-,-,0.2,0.82,2.24,,,,0.06,0.68,2.11,,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,0,0,0,10.20%,4.8,-0.2,4.6,4.8,4.6
Matt Willis,matt-willis-1,WillMa00,UCLA,Pac-10,UDFA,UDFA,WR,2007,SR,0,23,4/13/1984,0.70%,7.70%,1.00%,2.2,19%,1.72,19%,-,-,-,-,-,1,9,6,20,220,11,2.2,6,10.50%,15.10%,0.8,8.40%,-0.97,-0.97,-1.86,-14.60%,-12.10%,-21.50%,0.79,0.8,0.8,0.8,-1,-1,-1,-1,-0.9,-0.9,-0.9,-0.9,-1.9,-1.9,-1.9,-1.9,15.10%,15.10%,15.10%,15.10%,10.50%,10.50%,10.50%,10.50%,-22.00%,-22.00%,-22.00%,-7.30%,8.40%,8.40%,8.40%,<2 Yrs of Data,-9.20%,-9.20%,-9.20%,<2 Yrs of Data,-9.4,-21.10%,-1.00%,-2.40%,-1.4,-,-,,,,,9,,,,,,6,,,,,,20,,,,,,220,,,,,,2,,,,,,5.00%,,,,,,8.45%,,,,,,8.45%,,,,,,-21.50%,,,,,,-14.60%,,,,,,-12.10%,,,,,,12.50%,,,,,,15.13%,,,,,,10.50%,,,,,,-22.00%,,,,,,6.70%,,,,,,0.4,,,,,,0.4,,,,,,-0.6,,,,,,0.8,,,,,,0.8,,-,-,-,-,-1.9,-,,,,,-0.97,,,,,,-1.02,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,0,0,0,2.90%,1.8,0.3,2.1,1.8,2.1
Courtney Taylor,courtney-taylor-1,TaylCo00,Auburn,SEC (West),6,197,WR,2007,SR,SEA,23,4/7/1984,17.80%,14.50%,4.50%,5,65%,3.38,53%,-,20,-,-,-,4,46,9.4,153,2098,13.7,3.3,1,23.40%,25.30%,2.7,31.40%,0.13,0.13,-0.52,-0.90%,1.10%,-8.90%,1.17,2.7,2.7,1.9,-0.6,0.9,0.9,0.1,-0.6,0.9,0.9,0.1,-0.8,0.1,0.1,-0.5,7.60%,25.90%,24.70%,17.20%,7.60%,23.90%,22.80%,15.60%,-18.70%,-9.60%,-7.30%,-14.90%,15.20%,31.40%,31.40%,20.29%,-0.50%,-21.70%,-0.50%,-11.13%,-1.16,3.30%,-0.50%,-6.40%,0.4,-7.70%,248,,13,12,9,12,,,5.53,13.19,6.92,11.95,,,34,43,22,54,,,379,737,278,704,,,0,6,1,2,,,10.53%,14.05%,6.51%,19.29%,,,15.17%,23.88%,10.74%,31.36%,,,15.17%,23.88%,10.74%,31.36%,,,-10.10%,-6.20%,-20.50%,1.40%,,,-6.10%,2.60%,-10.50%,10.10%,,,-4.10%,4.70%,-8.50%,12.10%,,,0.00%,24.00%,5.26%,14.29%,,,7.58%,25.94%,10.67%,24.72%,,,7.60%,23.90%,8.00%,22.80%,,,-18.70%,-7.30%,-23.90%,-9.60%,,,12.80%,19.00%,8.60%,25.30%,,,0.4,1,0.5,1.2,,,0.4,1,0.5,1.2,,,-0.5,0.1,-0.4,0.2,,,1.2,2.6,1.1,2.7,,,1.2,2.6,1.1,2.7,,-,-0.8,0.1,-1.5,0.1,-,,-0.6,0.83,-0.68,0.95,,,-0.57,0.86,-0.65,0.98,,26.19,204,74,0,4.5,7.22,4.28,36,122,122.2,100.67,99.5,0,0,0,5.40%,2.93,0,2.93,4.01,2.64
James Jones,james-jones-3,JoneJa04,San Jose State,WAC,3,78,WR,2007,SR,GNB,23,3/31/1984,1.40%,0.00%,9.60%,3.8,45%,5.11,73%,3,22,22,22.42,3,3,34,10.6,125,1488,11.9,3.7,1,40.70%,44.00%,3.4,37.80%,0.16,0.16,-0.8,-0.10%,-4.30%,-8.20%,1.21,3.4,3.4,1.8,-0.4,1.7,1.7,0.2,-0.4,1.8,1.8,0.2,-1.3,0.7,0.7,-0.8,11.50%,44.00%,44.00%,21.80%,11.50%,40.70%,40.70%,20.70%,-19.70%,8.20%,8.20%,-11.20%,16.40%,37.80%,37.80%,22.27%,-7.40%,-17.70%,-7.40%,-12.53%,4.52,10.30%,1.20%,-4.10%,1.2,-7.00%,262,,,11,11,12,,,,5.72,6.24,19.98,,,,25,30,70,,,,317,278,893,,,,1,1,10,,,,9.51%,8.40%,24.31%,,,,16.40%,12.58%,37.82%,,,,16.40%,12.58%,37.82%,,,,-13.70%,-18.60%,7.90%,,,,-6.00%,-9.80%,15.50%,,,,-10.20%,-14.00%,11.20%,,,,6.67%,7.14%,43.48%,,,,11.53%,9.86%,44.04%,,,,11.50%,9.90%,40.70%,,,,-19.70%,-22.10%,8.20%,,,,13.00%,10.50%,31.10%,,,,0.5,0.5,1.5,,,,0.5,0.5,1.5,,,,-0.3,-0.3,0.7,,,,1.2,0.8,3.4,,,,1.2,0.8,3.4,,-,-,-1.3,-1.8,0.7,-,,,-0.42,-0.85,1.74,,,,-0.37,-0.8,1.78,,27.31,207,73,22,4.54,7.06,4.2,34,119,117.3,95.96,97.45,0,0,1,14.70%,8.75,-4.6,8.44,6.54,6.8
Brandon Marshall,brandon-marshall-1,MarsBr00,Central Florida,CUSA (East),4,119,WR,2006,SR,DEN,22,3/23/1984,1.40%,0.00%,5.50%,5.7,76%,5.44,76%,0,21,21,21.44,1,2,26,11,109,1642,15.1,4.2,1,42.50%,42.50%,3,39.20%,0.72,0.72,-0.06,16.50%,12.60%,-1.80%,1.35,3,3,2.2,-0.1,1.6,1.6,0.7,-0.2,1.5,1.5,0.6,-0.6,0.5,0.5,-0.1,19.60%,42.50%,42.50%,22.20%,13.10%,42.50%,42.50%,19.20%,-13.20%,10.60%,10.60%,-1.30%,13.60%,39.20%,39.20%,39.24%,8.00%,8.00%,8.00%,<2 Yrs of Data,5.17,12.10%,0.90%,-0.60%,1,-3.10%,296,,8,5,13,,,,9.86,3.28,19.98,,,,27,8,74,,,,363,84,1195,,,,2,0,11,,,,6.68%,2.65%,18.83%,,,,13.64%,4.17%,39.24%,,,,13.64%,,39.24%,,,,-11.70%,,8.00%,,,,,,16.50%,,,,,,12.60%,,,,12.50%,0.00%,45.83%,,,,19.60%,4.59%,42.54%,,,,13.10%,2.10%,42.50%,,,,-13.20%,,10.60%,,,,10.20%,3.40%,29.00%,,,,0.9,0.3,1.3,,,,0.9,,1.3,,,,-0.1,,0.1,,,,1.3,0.6,3,,,,1.3,,3,,,-,-0.6,-,0.5,-,-,,-0.12,,1.57,,,,-0.22,,1.47,,,27.87,229,76,0,4.52,0,0,37,120,122.9,117.14,109.73,4,7,8,13.00%,6.12,3.1,6.41,14.62,13.93
Santonio Holmes,santonio-holmes-1,HolmSa00,Ohio State,Big Ten,1,25,WR,2006,SR,PIT,22,3/3/1984,1.40%,14.30%,35.20%,7,90%,9.38,96%,1,19,20,20.5,2,3,34,15.2,140,2295,16.4,4.1,1,48.60%,48.60%,3.2,36.30%,0.83,0.83,0.22,6.30%,2.10%,2.20%,1.96,3.2,3.2,2.6,0.2,1.5,1.5,0.8,0.2,1.5,1.5,0.8,0,0.6,0.6,0.2,36.10%,48.60%,48.60%,42.60%,27.70%,48.60%,48.60%,39.90%,1.50%,16.70%,16.70%,10.10%,20.50%,36.10%,36.50%,31.03%,4.10%,4.10%,4.10%,<2 Yrs of Data,3.11,6.10%,0.80%,3.50%,1,-9.40%,253,,10,12,12,,,,12.89,14.65,18.06,,,,32,55,53,,,,549,769,977,,,,7,7,11,,,,8.79%,17.80%,17.55%,,,,20.49%,36.53%,36.08%,,,,20.49%,36.53%,36.08%,,,,-4.80%,6.40%,4.90%,,,,-4.30%,11.80%,11.30%,,,,-8.40%,7.60%,7.10%,,,,35.00%,50.00%,61.11%,,,,36.07%,43.27%,48.59%,,,,27.70%,43.30%,48.60%,,,,1.50%,12.00%,16.70%,,,,14.60%,27.20%,26.80%,,,,0.9,1.1,1.3,,,,0.9,1.1,1.3,,,,-0.2,0,0.2,,,,2,2.5,3.2,,,,2,2.5,3.2,,,-,0,0,0.6,-,-,,0.23,0.76,1.5,,,,0.18,0.71,1.46,,,26.22,188,71,0,4.35,0,0,0,0,-,97.79,105.01,0,0,2,16.40%,8.58,7.4,9.04,10.6,11.82
